timestamp,ear,mar,perclos,fatigue_score,pitch,roll,blink_rate
2026-03-23T16:26:40.835384,0.20680675321687628,0.0,0.0,40.9,-12.97,-1.12,0.0
2026-03-23T16:26:45.106058,0.21576728182079874,0.0,1.0,63.6,-6.06,-2.45,2.0
2026-03-23T16:26:48.875804,0.036034181447044206,0.0,1.0,67.2,-0.41,-2.31,3.0
2026-03-23T16:26:52.655478,0.31941153326694743,0.0,0.989,41.9,1.77,-2.9,4.0
2026-03-23T16:26:56.382642,0.2403556010147612,0.03506614061570008,0.9669,60.2,-13.64,-3.12,4.0
2026-03-23T16:27:00.076325,0.24529881603090145,0.016939422489140817,0.9735,53.1,-9.35,-2.26,8.0
2026-03-23T16:27:06.344648,0.2620877699291292,0.0,0.9779,43.2,-6.6,-3.56,13.0
2026-03-23T16:27:12.888224,0.25435068222830937,0.0,0.981,43.8,-4.62,-2.67,13.0
2026-03-23T16:27:17.494942,0.4002082894810005,0.0,0.8755,33.1,-4.29,-3.3,14.0
2026-03-23T16:27:21.814159,0.2760915302380934,0.08354558899387145,0.8192,45.0,30.43,-3.36,15.0
2026-03-23T16:27:26.362905,0.20970633144139744,0.016314711420596727,0.7741,43.2,-8.34,-5.75,16.0
